Hora,Nombre completo del usuario,Nombre evento,Descripción,Dirección IP
15/03/2022 14:56,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.0.68
15/03/2022 14:56,Venusaur,Actividad BigBlueButtonBN visualizada,The user with id 87 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.52.148
15/03/2022 14:55,Fearow,Actividad BigBlueButtonBN visualizada,The user with id 91 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.9
15/03/2022 14:55,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
15/03/2022 14:55,Golem,Actividad BigBlueButtonBN visualizada,The user with id 10 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188219185
15/03/2022 14:55,Golem,Actividad BigBlueButtonBN visualizada,The user with id 10 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188219185
15/03/2022 14:55,Weepinbell,Actividad BigBlueButtonBN visualizada,The user with id 26 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.33.7
15/03/2022 14:55,Haunter,Actividad BigBlueButtonBN visualizada,The user with id 64 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170251192189
15/03/2022 14:55,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152168191103
15/03/2022 14:55,Dewgong,Actividad BigBlueButtonBN visualizada,The user with id 113 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.86
15/03/2022 14:55,Clefable,Actividad BigBlueButtonBN visualizada,The user with id 39 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231232164
15/03/2022 14:55,Gastly,Actividad BigBlueButtonBN visualizada,The user with id 16 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.189.86.185
15/03/2022 14:55,Diglett,Actividad BigBlueButtonBN visualizada,The user with id 33 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
15/03/2022 14:54,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186148126163
15/03/2022 14:54,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
15/03/2022 14:53,Weepinbell,Actividad BigBlueButtonBN visualizada,The user with id 26 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.33.7
15/03/2022 14:52,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
15/03/2022 14:52,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.164.148.62
15/03/2022 14:52,Hypno,Actividad BigBlueButtonBN visualizada,The user with id 94 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.224.221
15/03/2022 14:52,Clefable,Actividad BigBlueButtonBN visualizada,The user with id 39 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231232164
15/03/2022 14:52,Venomoth,Actividad BigBlueButtonBN visualizada,The user with id 25 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
15/03/2022 14:52,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186148126163
15/03/2022 14:50,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 14:50,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
15/03/2022 14:50,Victreebel,Actividad BigBlueButtonBN visualizada,The user with id 85 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.105.19.199
15/03/2022 14:50,Victreebel,Actividad BigBlueButtonBN visualizada,The user with id 85 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.105.19.199
15/03/2022 14:49,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 14:49,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
15/03/2022 14:49,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
15/03/2022 14:47,Diglett,Actividad BigBlueButtonBN visualizada,The user with id 33 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
15/03/2022 14:46,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
15/03/2022 14:34,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
15/03/2022 14:34,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
15/03/2022 14:34,Jynx,Módulo de curso actualizado,The user with id 23 updated the bigbluebuttonbn activity with course module id 34020.,186.137.50.21
15/03/2022 14:33,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
15/03/2022 14:33,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
15/03/2022 14:30,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
15/03/2022 14:30,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
15/03/2022 14:29,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.241.106
15/03/2022 14:27,Kangaskhan,Actividad BigBlueButtonBN visualizada,The user with id 24 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.170.181.97
15/03/2022 14:27,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.241.106
15/03/2022 14:27,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.241.106
15/03/2022 14:20,Gastly,Actividad BigBlueButtonBN visualizada,The user with id 16 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.189.86.185
15/03/2022 14:20,Gastly,Actividad BigBlueButtonBN visualizada,The user with id 16 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.189.86.185
15/03/2022 14:17,Seaking,Actividad BigBlueButtonBN visualizada,The user with id 122 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200124123150
15/03/2022 14:11,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.164.148.62
15/03/2022 14:11,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.164.148.62
15/03/2022 13:57,Kadabra,Actividad BigBlueButtonBN visualizada,The user with id 101 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.25.6.42
15/03/2022 13:56,Kadabra,Actividad BigBlueButtonBN visualizada,The user with id 101 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.25.6.42
15/03/2022 13:55,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 13:54,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 11:38,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
15/03/2022 11:27,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 11:25,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 11:23,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 11:23,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
15/03/2022 10:48,Nidorina,Actividad BigBlueButtonBN visualizada,The user with id 123 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45.173.40.55
15/03/2022 10:44,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.20
15/03/2022 10:36,Wartortle,Actividad BigBlueButtonBN visualizada,The user with id 86 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.101.7.64
15/03/2022 09:39,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 09:39,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 09:39,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 09:18,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 09:18,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 09:12,Chansey,Actividad BigBlueButtonBN visualizada,The user with id 22 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.77
15/03/2022 09:11,Chansey,Actividad BigBlueButtonBN visualizada,The user with id 22 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.77
15/03/2022 09:11,Chansey,Actividad BigBlueButtonBN visualizada,The user with id 22 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.77
15/03/2022 09:09,Parasect,Actividad BigBlueButtonBN visualizada,The user with id 62 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.122
15/03/2022 09:05,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.130
15/03/2022 09:05,Arcanine,Actividad BigBlueButtonBN visualizada,The user with id 56 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.12.36.68
15/03/2022 09:05,Arcanine,Actividad BigBlueButtonBN visualizada,The user with id 56 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.12.36.68
15/03/2022 09:05,Tentacruel,Actividad BigBlueButtonBN visualizada,The user with id 69 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186143197206
15/03/2022 08:57,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 08:57,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 08:37,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 08:37,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 08:35,Mankey,Actividad BigBlueButtonBN visualizada,The user with id 44 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.111.237.2
15/03/2022 08:30,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.241.106
15/03/2022 08:27,Kakuna,Actividad BigBlueButtonBN visualizada,The user with id 103 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.115.152.70
15/03/2022 08:27,Kakuna,Actividad BigBlueButtonBN visualizada,The user with id 103 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.115.152.70
15/03/2022 08:03,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.130
15/03/2022 08:03,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.130
14/03/2022 23:38,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
14/03/2022 23:38,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
14/03/2022 20:35,Slowbro,Actividad BigBlueButtonBN visualizada,The user with id 37 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152.168.26.64
14/03/2022 20:33,Slowbro,Actividad BigBlueButtonBN visualizada,The user with id 37 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152.168.26.64
14/03/2022 19:52,Farfetch'd,Actividad BigBlueButtonBN visualizada,The user with id 127 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.48.173
14/03/2022 19:51,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
14/03/2022 19:51,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
14/03/2022 19:22,Lapras,Actividad BigBlueButtonBN visualizada,The user with id 107 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,201.212.147.58
14/03/2022 18:26,Beedrill,Actividad BigBlueButtonBN visualizada,The user with id 47 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,168195208124
14/03/2022 18:26,Beedrill,Actividad BigBlueButtonBN visualizada,The user with id 47 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,168195208124
14/03/2022 18:09,Rhydon,Actividad BigBlueButtonBN visualizada,The user with id 88 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.62.178
14/03/2022 18:09,Rhydon,Actividad BigBlueButtonBN visualizada,The user with id 88 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.62.178
14/03/2022 18:00,Rhydon,Actividad BigBlueButtonBN visualizada,The user with id 88 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.62.178
14/03/2022 17:38,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.227.79
14/03/2022 17:38,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.227.79
14/03/2022 16:39,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
14/03/2022 16:32,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.164.148.62
14/03/2022 15:26,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
14/03/2022 15:26,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
14/03/2022 15:23,Pikachu,Actividad BigBlueButtonBN visualizada,The user with id 73 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.211
14/03/2022 15:12,Ninetales,Actividad BigBlueButtonBN visualizada,The user with id 61 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.170.90.176
14/03/2022 14:58,Poliwrath,Actividad BigBlueButtonBN visualizada,The user with id 117 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191114175
14/03/2022 14:53,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152168191103
14/03/2022 14:44,Diglett,Actividad BigBlueButtonBN visualizada,The user with id 33 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
14/03/2022 13:55,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.97.86.21
14/03/2022 13:38,Dewgong,Actividad BigBlueButtonBN visualizada,The user with id 113 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.81.143.34
14/03/2022 13:33,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.164.148.62
14/03/2022 13:17,Krabby,Actividad BigBlueButtonBN visualizada,The user with id 104 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.19.73
14/03/2022 13:01,Pidgeotto,Actividad BigBlueButtonBN visualizada,The user with id 9 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152.169.114.12
14/03/2022 12:55,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
14/03/2022 12:55,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.50.21
14/03/2022 11:10,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
14/03/2022 09:08,Fearow,Actividad BigBlueButtonBN visualizada,The user with id 91 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155202132
14/03/2022 09:08,Fearow,Actividad BigBlueButtonBN visualizada,The user with id 91 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155202132
14/03/2022 08:50,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
14/03/2022 02:23,Exeggutor,Actividad BigBlueButtonBN visualizada,The user with id 6 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.111.235
14/03/2022 02:23,Exeggutor,Actividad BigBlueButtonBN visualizada,The user with id 6 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.111.235
14/03/2022 00:34,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
14/03/2022 00:34,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
13/03/2022 22:04,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
13/03/2022 21:17,Weezing,Actividad BigBlueButtonBN visualizada,The user with id 76 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.45.124.148
13/03/2022 21:13,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
13/03/2022 19:44,Kadabra,Actividad BigBlueButtonBN visualizada,The user with id 101 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.132.175
13/03/2022 18:50,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
13/03/2022 17:35,Pikachu,Actividad BigBlueButtonBN visualizada,The user with id 73 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.170.89.50
13/03/2022 16:24,Nidoking,Actividad BigBlueButtonBN visualizada,The user with id 108 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.70.232
13/03/2022 14:29,Koffing,Actividad BigBlueButtonBN visualizada,The user with id 58 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191170192
13/03/2022 10:55,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
13/03/2022 10:55,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
13/03/2022 10:50,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
13/03/2022 08:53,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190194253121
13/03/2022 08:53,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190194253121
12/03/2022 22:59,Meganium,Actividad BigBlueButtonBN visualizada,The user with id 105 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188227136
12/03/2022 20:14,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 119 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190194253121
12/03/2022 19:53,Dugtrio,Actividad BigBlueButtonBN visualizada,The user with id 110 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169134151
12/03/2022 19:53,Dugtrio,Actividad BigBlueButtonBN visualizada,The user with id 110 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169134151
12/03/2022 19:48,Slowbro,Actividad BigBlueButtonBN visualizada,The user with id 37 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.143.198.44
12/03/2022 14:11,Exeggutor,Actividad BigBlueButtonBN visualizada,The user with id 6 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.111.235
12/03/2022 14:11,Exeggutor,Actividad BigBlueButtonBN visualizada,The user with id 6 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.111.235
11/03/2022 20:52,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
11/03/2022 20:12,Diglett,Actividad BigBlueButtonBN visualizada,The user with id 33 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
11/03/2022 19:53,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
11/03/2022 19:52,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
11/03/2022 17:45,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
11/03/2022 16:13,Farfetch'd,Actividad BigBlueButtonBN visualizada,The user with id 127 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.137.48.173
11/03/2022 16:07,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
11/03/2022 16:07,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
11/03/2022 15:26,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
11/03/2022 15:26,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
11/03/2022 11:24,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.244
11/03/2022 11:24,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.244
11/03/2022 11:04,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
11/03/2022 10:55,Kangaskhan,Actividad BigBlueButtonBN visualizada,The user with id 24 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.105.89
11/03/2022 09:59,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
11/03/2022 09:58,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
11/03/2022 09:58,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
11/03/2022 08:55,Snorlax,Actividad BigBlueButtonBN visualizada,The user with id 132 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.89.114
11/03/2022 07:45,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.236.101
11/03/2022 07:45,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.236.101
11/03/2022 00:02,Wartortle,Actividad BigBlueButtonBN visualizada,The user with id 86 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.102.6.226
10/03/2022 22:23,Kadabra,Actividad BigBlueButtonBN visualizada,The user with id 101 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.81.51.121
10/03/2022 22:23,Kadabra,Actividad BigBlueButtonBN visualizada,The user with id 101 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.81.51.121
10/03/2022 21:33,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
10/03/2022 21:29,Golbat,Actividad BigBlueButtonBN visualizada,The user with id 95 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.174.92
10/03/2022 21:28,Golbat,Actividad BigBlueButtonBN visualizada,The user with id 95 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.174.92
10/03/2022 20:02,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
10/03/2022 20:02,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
10/03/2022 17:35,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.148.120.14
10/03/2022 17:35,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.148.120.14
10/03/2022 12:13,Paras,Actividad BigBlueButtonBN visualizada,The user with id 133 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169233128
10/03/2022 12:13,Paras,Actividad BigBlueButtonBN visualizada,The user with id 133 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169233128
